"Song_Title","Band","Album_Name","Year_of_First_Release","Single","Writers","Track_Number","Song_Duration","Record_Label","Key","Mode","Loudness","Tempo","Acousticness","Danceability","Energy","Instrumentalness","Liveness","Speechiness","Valence","Genres","Styles","Moods","Themes","British_Charts","UK_Debut_Date","UK_Peak_Pos","UK_Chart_Weeks","US_100","US_Debut_Date","US_Peak_Pos","US_Chart_Weeks","Year","AUS","CAN","GER","NLD","NZ","SWE","SWI","Certifications"
"Where Eagles Dare","Iron Maiden","Piece of Mind","1983","No","Steve Harris ","1","06:11","Raw Power Records",4,0,-5.292,112.891,0.0259,0.407,0.965,0.219,0.156,0.0944,0.467,"Pop/Rock","British Metal, Heavy Metal, New Wave of British Heavy Metal","Provocative, Raucous, Intense, Rebellious, Rousing, Volatile, Aggressive, Visceral, Menacing, Ominous","Halloween, Guys Night Out","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"The Wicker Man","Iron Maiden","Brave New World","2000","Yes","Steve Harris, Bruce Dickinson, Adrian Smith","1","04:35","Portrait / Sony Music Distribution",4,0,-4.33,101.502,0.000855,0.424,0.98,5.72e-06,0.129,0.154,0.296,"Pop/Rock","British Metal, Heavy Metal, New Wave of British Heavy Metal","Provocative, Raucous, Intense, Rebellious, Rousing, Volatile, Aggressive, Visceral, Menacing, Ominous","Halloween, Guys Night Out","Yes","20 May 2000","9","4","No","-","-","-","2000","-","4","38","45","-","5","83","-"
"Wildest Dreams","Iron Maiden","Dance of Death","2003","Yes","Steve Harris, Adrian Smith","1","03:52","Columbia",9,1,-4.621,103.8,0.000616,0.302,0.923,8.28e-06,0.078,0.0829,0.57,"Pop/Rock","New Wave of British Heavy Metal, British Metal, Heavy Metal, Hard Rock, Progressive Metal","Aggressive, Dramatic, Intense, Passionate, Volatile, Theatrical, Rousing, Visceral, Eerie, Energetic","Victory, Late Night, Halloween, Guys Night Out, Introspection","Yes","13 Sep 2003","6","7","No","-","-","-","2003","-","26","27","45","-","4","68","-"
"Women In Uniform","Iron Maiden","Women in Uniform","1980","Yes","Greg Macainsh","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","08 Nov 1980","35","4","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Wrathchild","Iron Maiden","Killers","1981","No","Steve Harris ","2","02:55","EMI Music Distribution",9,1,-4.959,104.812,0.0188,0.438,0.93,0.349,0.196,0.0484,0.782,"Pop/Rock","British Metal, Heavy Metal, New Wave of British Heavy Metal","Provocative, Raucous, Intense, Rebellious, Rousing, Volatile, Aggressive, Visceral, Menacing, Ominous","Halloween, Guys Night Out","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"The Writing On The Wall","Iron Maiden","Senjutsu","2021","Yes","Adrian Smith, Bruce Dickinson","3","06:13","BMG / Sanctuary",2,0,-5.447,90.045,0.00158,0.402,0.912,0.000179,0.0923,0.0442,0.566,NA,NA,NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"2 X 4","Metallica","Load","1996","No","James Hetfield, Lars Ulrich, Kirk Hammett","2","05:28","Elektra",1,1,-4.448,115.792,4.19e-06,0.518,0.898,0.0134,0.516,0.0352,0.688,"Pop/Rock","Heavy Metal, Hard Rock","Suffocating, Cathartic, Crunchy, Epic, Fierce, Volatile, Confrontational, Intense, Provocative, Rambunctious, Uncompromising, Visceral, Aggressive, Angry, Bitter, Cerebral, Earnest, Fiery, Gritty, Tense/Anxious, Theatrical, Tough, Gloomy, Hostile, Nihilistic, Searching, Dramatic, Harsh, Ominous, Rebellious, Bleak, Menacing, Malevolent","Maverick, Politics/Society, Revolution, Victory","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Ain't My Bitch","Metallica","Load","1996","No","James Hetfield, Lars Ulrich","1","05:04","Elektra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pop/Rock","Heavy Metal, Hard Rock","Suffocating, Cathartic, Crunchy, Epic, Fierce, Volatile, Confrontational, Intense, Provocative, Rambunctious, Uncompromising, Visceral, Aggressive, Angry, Bitter, Cerebral, Earnest, Fiery, Gritty, Tense/Anxious, Theatrical, Tough, Gloomy, Hostile, Nihilistic, Searching, Dramatic, Harsh, Ominous, Rebellious, Bleak, Menacing, Malevolent","Maverick, Revolution, Victory","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"All Nightmare Long","Metallica","Death Magnetic","2008","Yes","James Hetfield, Lars Ulrich, Kirk Hammett, Robert Trujillo ","5","07:57","Vertigo",9,1,-0.805,182.981,0.000568,0.271,0.985,0.00112,0.0809,0.123,0.354,"Pop/Rock","Heavy Metal, Hard Rock, Speed/Thrash Metal","Cathartic, Cerebral, Crunchy, Theatrical, Aggressive, Dramatic, Epic, Fierce, Intense, Suffocating, Tense/Anxious, Uncompromising, Angry, Fiery, Tough, Earnest, Searching","Maverick, Revolution, Victory","No","-","-","-","No","-","-","-","2008","90","-","15","7","-","44","-","-"
"All Within My Hands","Metallica","St. Anger","2003","No","James Hetfield, Lars Ulrich, Kirk Hammett, Bob Rock ","11","08:49","Elektra",10,0,-4.489,105.786,0.00392,0.553,0.966,0.00241,0.237,0.086,0.302,"Pop/Rock","Heavy Metal, Hard Rock, Speed/Thrash Metal","Suffocating, Cathartic, Crunchy, Epic, Fierce, Volatile, Confrontational, Intense, Provocative, Rambunctious, Uncompromising, Visceral, Aggressive, Angry, Bitter, Cerebral, Earnest, Fiery, Gritty, Tense/Anxious, Theatrical, Tough, Gloomy, Hostile, Nihilistic, Searching, Dramatic, Harsh, Ominous, Rebellious, Bleak, Menacing, Malevolent","Maverick, Revolution, Victory","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Am I Evil?","Metallica","Creeping Death","1984","No","Sean Harris, Brian Tatler","2","07:50","Megaforce / Elektra",4,1,-5.703,78.711,0.000301,0.295,0.926,0.375,0.0522,0.0851,0.52,"Pop/Rock","Heavy Metal, Hard Rock","Suffocating, Cathartic, Crunchy, Epic, Fierce, Volatile, Confrontational, Intense, Provocative, Rambunctious, Uncompromising, Visceral, Aggressive, Angry, Bitter, Cerebral, Earnest, Fiery, Gritty, Tense/Anxious, Theatrical, Tough, Gloomy, Hostile, Nihilistic, Searching, Dramatic, Harsh, Ominous, Rebellious, Bleak, Menacing, Malevolent","Maverick, Revolution, Victory","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Am I Savage?","Metallica","Hardwired...To Self-Destruct","2016","No","James Hetfield, Lars Ulrich","4","06:29","Blackened Recordings",0,1,-3.66,144.03,2.1e-05,0.295,0.944,0.000822,0.0735,0.0519,0.236,NA,NA,NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"...And Justice For All","Metallica","...And Justice for All","1988","No","James Hetfield, Lars Ulrich, Kirk Hammett","2","09:44","Elektra",4,0,-7.342,173.583,7.11e-05,0.382,0.793,0.147,0.0541,0.183,0.424,"Pop/Rock","Heavy Metal, Speed/Thrash Metal, Hard Rock","Angry, Cathartic, Energetic, Visceral, Fiery, Rousing, Brash, Confrontational, Exuberant, Reckless, Rowdy, Boisterous, Menacing, Raucous, Rebellious","Hanging Out, Drinking, Mischief, Cool & Cocky, Guys Night Out, Politics/Society","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"(Anesthesia) – Pulling Teeth","Metallica","Kill 'Em All","1983","No","Cliff Burton","5","04:14","Blackened Recordings / Rhino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pop/Rock","Heavy Metal","Ominous, Atmospheric, Stylish, Dramatic","Night Driving, Introspection","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Atlas, Rise!","Metallica","Hardwired...To Self-Destruct","2016","Yes","James Hetfield, Lars Ulrich","2","06:28","Blackened Recordings",9,0,-3.191,95.571,3.28e-05,0.419,0.994,0.0192,0.0784,0.0596,0.41,NA,NA,NA,NA,"No","-","-","-","No","-","-","-","2016","-","-","100","-","-","87","-","-"
"Attitude","Metallica","Reload","1997","No","James Hetfield, Lars Ulrich","12","05:16","Elektra",1,1,-4.38,155.514,1.28e-05,0.458,0.972,0.00718,0.331,0.0451,0.628,"Pop/Rock","Heavy Metal, Hard Rock","Suffocating, Cathartic, Crunchy, Epic, Fierce, Volatile, Confrontational, Intense, Provocative, Rambunctious, Uncompromising, Visceral, Aggressive, Angry, Bitter, Cerebral, Earnest, Fiery, Gritty, Tense/Anxious, Theatrical, Tough, Gloomy, Hostile, Nihilistic, Searching, Dramatic, Harsh, Ominous, Rebellious, Bleak, Menacing, Malevolent","Maverick, Revolution, Victory","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Bad Seed","Metallica","Reload","1997","No","James Hetfield, Lars Ulrich, Kirk Hammett","8","04:05","Elektra",6,1,-4.236,126.915,2.6e-05,0.548,0.946,0.00902,0.312,0.0439,0.713,"Pop/Rock","Heavy Metal, Hard Rock","Suffocating, Cathartic, Crunchy, Epic, Fierce, Volatile, Confrontational, Intense, Provocative, Rambunctious, Uncompromising, Visceral, Aggressive, Angry, Bitter, Cerebral, Earnest, Fiery, Gritty, Tense/Anxious, Theatrical, Tough, Gloomy, Hostile, Nihilistic, Searching, Dramatic, Harsh, Ominous, Rebellious, Bleak, Menacing, Malevolent","Maverick, Revolution, Victory","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Battery","Metallica","Master of Puppets","1986","No","James Hetfield, Lars Ulrich","1","05:10","Elektra",11,0,-8.793,96.535,0.000211,0.48,0.923,0.531,0.106,0.0682,0.44,"Pop/Rock","Heavy Metal, Speed/Thrash Metal, Hard Rock","Fierce, Angry, Cathartic, Energetic, Nocturnal, Visceral, Angst-Ridden, Fiery, Rousing, Volatile, Yearning, Brash, Confrontational, Dramatic, Exuberant, Ominous, Reckless, Rowdy, Theatrical, Boisterous, Menacing, Raucous, Rebellious","Hanging Out, Drinking, Mischief, Cool & Cocky, Guys Night Out, Imagination","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Better Than You","Metallica","Reload","1997","Yes","James Hetfield, Lars Ulrich","5","05:21","Elektra",1,1,-5.44,78.193,3.59e-05,0.477,0.964,0.532,0.893,0.052,0.459,"Pop/Rock","Heavy Metal, Hard Rock","Suffocating, Cathartic, Crunchy, Epic, Fierce, Volatile, Confrontational, Intense, Provocative, Rambunctious, Uncompromising, Visceral, Aggressive, Angry, Bitter, Cerebral, Earnest, Fiery, Gritty, Tense/Anxious, Theatrical, Tough, Gloomy, Hostile, Nihilistic, Searching, Dramatic, Harsh, Ominous, Rebellious, Bleak, Menacing, Malevolent","Maverick, Revolution, Victory","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Blackened","Metallica","...And Justice for All","1988","No","James Hetfield, Lars Ulrich, Jason Newsted","1","06:40","Elektra",4,0,-7.341,129.218,5.31e-05,0.435,0.853,0.00746,0.13,0.124,0.475,"Pop/Rock","Heavy Metal, Speed/Thrash Metal, Hard Rock, Progressive Metal","Angry, Cathartic, Energetic, Visceral, Fiery, Rousing, Brash, Confrontational, Exuberant, Reckless, Rowdy, Boisterous, Menacing, Raucous, Rebellious","Hanging Out, Drinking, Mischief, Cool & Cocky, Guys Night Out, Politics/Society","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Bleeding Me","Metallica","Load","1996","No","James Hetfield, Lars Ulrich, Kirk Hammett","7","08:18","Elektra",1,1,-6.062,115.723,0.000891,0.391,0.761,0.0301,0.128,0.0319,0.247,"Pop/Rock","Heavy Metal, Speed/Thrash Metal, Hard Rock","Cathartic, Crunchy, Nocturnal, Visceral, Angst-Ridden, Confrontational, Intense, Menacing, Provocative, Rousing, Volatile, Angry, Bitter, Cerebral, Earnest, Gritty, Tense/Anxious, Theatrical, Gloomy, Hostile, Searching, Wistful, Yearning, Dramatic, Harsh, Ominous, Bleak","Imagination, In Love, Introspection, Victory","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Blitzkrieg","Metallica","Creeping Death","1984","No","Ian Jones, Jim Sirotto, Brian Ross","3","03:35","Megaforce / Elektra",4,0,-6.047,98.983,0.000154,0.485,0.972,0.443,0.0899,0.0591,0.606,"Pop/Rock","Heavy Metal, Hard Rock","Suffocating, Cathartic, Crunchy, Epic, Fierce, Volatile, Confrontational, Intense, Provocative, Rambunctious, Uncompromising, Visceral, Aggressive, Angry, Bitter, Cerebral, Earnest, Fiery, Gritty, Tense/Anxious, Theatrical, Tough, Gloomy, Hostile, Nihilistic, Searching, Dramatic, Harsh, Ominous, Rebellious, Bleak, Menacing, Malevolent","Maverick, Revolution, Victory","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Brandenburg Gate","Metallica","Lulu","2011","No","Lou Reed, James Hetfield, Lars Ulrich, Kirk Hammett, Robert Trujillo ","1","04:21","Warner Bros.",0,1,-4.006,123.262,0.0259,0.336,0.777,0,0.0968,0.0522,0.245,NA,NA,NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Broken, Beat & Scarred","Metallica","Death Magnetic","2008","Yes","James Hetfield, Lars Ulrich, Kirk Hammett, Robert Trujillo ","3","06:25","Vertigo",4,1,-1.459,121.895,4.9e-05,0.323,0.982,0.00415,0.237,0.0869,0.48,"Pop/Rock","Heavy Metal, Hard Rock, Speed/Thrash Metal","Crunchy, Theatrical, Aggressive, Uncompromising, Ambitious, Dramatic, Energetic, Gutsy, Tense/Anxious, Urgent, Volatile, Earnest, Fierce, Fiery, Intense","Revolution, Victory, Empowerment, Freedom, Motivation","No","-","-","-","No","-","-","-","2009","75","-","35","25","-","-","-","-"
"The Call Of Ktulu","Metallica","Ride the Lightning","1984","No","James Hetfield, Lars Ulrich, Cliff Burton, Dave Mustaine","8","08:53","Blackened Recordings / Rhino",9,0,-7.584,139.239,0.0221,0.301,0.935,0.854,0.215,0.1,0.145,"Pop/Rock","Heavy Metal, Speed/Thrash Metal, Hard Rock","Angry, Cathartic, Nocturnal, Visceral, Aggressive, Angst-Ridden, Bitter, Menacing, Nihilistic, Rebellious, Rousing, Urgent, Volatile, Yearning, Dramatic, Ominous, Theatrical","Scary Music, Imagination","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Carpe Diem Baby","Metallica","Reload","1997","No","James Hetfield, Lars Ulrich, Kirk Hammett","7","06:12","Elektra",3,0,-5.336,142.35,1.38e-05,0.387,0.866,0.129,0.161,0.0346,0.463,"Pop/Rock","Heavy Metal, Hard Rock","Suffocating, Cathartic, Crunchy, Epic, Fierce, Volatile, Confrontational, Intense, Provocative, Rambunctious, Uncompromising, Visceral, Aggressive, Angry, Bitter, Cerebral, Earnest, Fiery, Gritty, Tense/Anxious, Theatrical, Tough, Gloomy, Hostile, Nihilistic, Searching, Dramatic, Harsh, Ominous, Rebellious, Bleak, Menacing, Malevolent","Maverick, Revolution, Victory","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Cheat On Me","Metallica","Lulu","2011","No","Lou Reed, James Hetfield, Lars Ulrich, Kirk Hammett, Robert Trujillo ","6","11:26","Warner Bros.",2,0,-5.594,103.59,0.00862,0.372,0.717,0.00154,0.122,0.0463,0.0442,NA,NA,NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Commando","Metallica","St. Anger","2003","No","Joey Ramone, Johnny Ramone, Dee Dee Ramone, Tommy Ramone",NA,NA,"Elektra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Confusion","Metallica","Hardwired...To Self-Destruct","2016","No","James Hetfield, Lars Ulrich","1","06:41","Blackened Recordings",4,1,-3.532,122.285,3.06e-05,0.45,0.991,0.0247,0.126,0.0656,0.337,NA,NA,NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Creeping Death","Metallica","Ride the Lightning","1984","Yes","James Hetfield, Lars Ulrich, Cliff Burton, Kirk Hammett ","7","06:36","Blackened Recordings / Rhino",6,0,-5.478,100.626,0.000219,0.31,0.977,0.273,0.0785,0.164,0.179,"Pop/Rock","Speed/Thrash Metal, Heavy Metal","Malevolent, Menacing, Nihilistic, Aggressive, Angry, Bitter, Cathartic, Dramatic, Rebellious, Urgent, Volatile","Scary Music","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Cretin Hop","Metallica","St. Anger","2003","No","Joey Ramone, Johnny Ramone, Dee Dee Ramone, Tommy Ramone",NA,NA,"Elektra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Cure","Metallica","Load","1996","No","James Hetfield, Lars Ulrich","8","04:54","Elektra",8,1,-5.43,115.274,2e-05,0.609,0.846,0.000909,0.0574,0.0276,0.778,"Pop/Rock","Heavy Metal, Hard Rock","Suffocating, Cathartic, Crunchy, Epic, Fierce, Volatile, Confrontational, Intense, Provocative, Rambunctious, Uncompromising, Visceral, Aggressive, Angry, Bitter, Cerebral, Earnest, Fiery, Gritty, Tense/Anxious, Theatrical, Tough, Gloomy, Hostile, Nihilistic, Searching, Dramatic, Harsh, Ominous, Rebellious, Bleak, Menacing, Malevolent","Maverick, Politics/Society, Revolution, Victory","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Cyanide","Metallica","Death Magnetic","2008","Yes","James Hetfield, Lars Ulrich, Kirk Hammett, Robert Trujillo ","6","06:39","Vertigo",11,0,-0.463,129.255,0.000119,0.313,0.993,0.000335,0.303,0.0751,0.497,"Pop/Rock","Heavy Metal, Hard Rock, Speed/Thrash Metal","Cathartic, Crunchy, Theatrical, Intense, Tense/Anxious, Aggressive, Angry, Dramatic, Fierce, Harsh, Nocturnal, Tough, Fiery, Searching, Uncompromising","Revolution, Victory, Day Driving, Road Trip","Yes","13 Sep 2008","48","2","Yes","09.20.08","50","1","2008","48","-","-","-","-","14","-","-"
"Damage, Inc.","Metallica","Master of Puppets","1986","No","James Hetfield, Lars Ulrich, Cliff Burton, Kirk Hammett ","8","05:08","Elektra",11,0,-10.575,92.172,0.000506,0.366,0.848,0.476,0.12,0.157,0.162,"Pop/Rock","Heavy Metal, Speed/Thrash Metal, Hard Rock","Angry, Cathartic, Energetic, Visceral, Aggressive, Dramatic, Fiery, Rousing, Brash, Confrontational, Exuberant, Reckless, Rowdy, Boisterous, Menacing, Raucous, Rebellious","Hanging Out, Drinking, Mischief, Cool & Cocky, Guys Night Out","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"The Day That Never Comes","Metallica","Death Magnetic","2008","Yes","James Hetfield, Lars Ulrich, Kirk Hammett, Robert Trujillo ","4","07:56","Vertigo",4,0,-1.046,124.668,0.000114,0.334,0.986,0.0353,0.0805,0.0576,0.48,"Pop/Rock","Heavy Metal, Hard Rock, Speed/Thrash Metal","Cathartic, Cerebral, Crunchy, Theatrical, Earnest, Epic, Intense, Aggressive, Dramatic, Elaborate, Fierce, Tense/Anxious, Urgent, Angry, Fiery, Searching, Suffocating","Maverick, Revolution, Victory, Freedom","Yes","30 Aug 2008","19","6","Yes","09.06.08","31","10","2008","18","-","-","20","14","3","32","RIAA: Gold[3]"
"Devil's Dance","Metallica","Reload","1997","No","James Hetfield, Lars Ulrich","3","05:18","Elektra",0,0,-4.875,92.582,4.17e-05,0.611,0.795,0.146,0.0614,0.0318,0.489,"Pop/Rock","Heavy Metal, Speed/Thrash Metal, Hard Rock","Suffocating, Cathartic, Crunchy, Epic, Fierce, Nocturnal, Volatile, Angst-Ridden, Confrontational, Intense, Provocative, Rambunctious, Rousing, Uncompromising, Visceral, Yearning, Aggressive, Angry, Bitter, Cerebral, Earnest, Fiery, Gritty, Tense/Anxious, Theatrical, Tough, Gloomy, Hostile, Nihilistic, Searching, Dramatic, Harsh, Ominous, Rebellious, Bleak, Menacing, Malevolent","Imagination, In Love, Maverick, Revolution, Victory","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Dirty Window","Metallica","St. Anger","2003","No","James Hetfield, Lars Ulrich, Kirk Hammett, Bob Rock ","4","05:24","Elektra",1,1,-4.234,127.454,0.0121,0.366,0.981,0.000136,0.386,0.0843,0.439,"Pop/Rock","Heavy Metal, Hard Rock, Speed/Thrash Metal","Suffocating, Cathartic, Crunchy, Epic, Fierce, Volatile, Confrontational, Intense, Provocative, Rambunctious, Uncompromising, Visceral, Aggressive, Angry, Bitter, Cerebral, Earnest, Fiery, Gritty, Tense/Anxious, Theatrical, Tough, Gloomy, Hostile, Nihilistic, Searching, Dramatic, Harsh, Ominous, Rebellious, Bleak, Menacing, Malevolent","Maverick, Revolution, Victory","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Disposable Heroes","Metallica","Master of Puppets","1986","No","James Hetfield, Lars Ulrich, Kirk Hammett","5","08:14","Elektra",4,0,-7.615,90.246,4.75e-05,0.264,0.931,0.454,0.0897,0.0928,0.414,"Pop/Rock","Heavy Metal, Speed/Thrash Metal, Hard Rock","Angry, Cathartic, Energetic, Visceral, Fiery, Rousing, Brash, Confrontational, Exuberant, Reckless, Rowdy, Boisterous, Menacing, Raucous, Rebellious","Hanging Out, Drinking, Mischief, Cool & Cocky, Guys Night Out","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Don't Tread On Me","Metallica","Metallica","1991","No","James Hetfield, Lars Ulrich","6","04:00","Elektra",4,0,-6.471,108.019,0.0068,0.655,0.882,0.00297,0.259,0.0491,0.678,"Pop/Rock","Heavy Metal, Hard Rock","Angry, Cathartic, Energetic, Fiery, Rousing, Brash, Confrontational, Exuberant, Reckless, Rowdy, Boisterous, Menacing, Raucous, Rebellious, Visceral","Hanging Out, Drinking, Mischief, Cool & Cocky, Guys Night Out","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Dragon","Metallica","Lulu","2011","No","Lou Reed, James Hetfield, Lars Ulrich, Kirk Hammett, Robert Trujillo ","3","11:10","Warner Bros.",2,1,-4.972,121.585,0.00618,0.374,0.916,0.000169,0.137,0.113,0.0957,NA,NA,NA,NA,"No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Dyers Eve","Metallica","...And Justice for All","1988","No","James Hetfield, Lars Ulrich, Kirk Hammett","9","05:12","Elektra",6,0,-7.252,96.789,1.92e-05,0.404,0.948,0.0405,0.0773,0.0604,0.701,"Pop/Rock","Heavy Metal, Speed/Thrash Metal, Hard Rock","Angry, Cathartic, Energetic, Visceral, Fiery, Rousing, Brash, Confrontational, Exuberant, Reckless, Rowdy, Boisterous, Menacing, Raucous, Rebellious","Hanging Out, Drinking, Mischief, Cool & Cocky, Guys Night Out, Politics/Society","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"The End Of The Line","Metallica","Death Magnetic","2008","No","James Hetfield, Lars Ulrich, Kirk Hammett, Robert Trujillo ","2","07:52","Vertigo",4,0,-2.383,106.552,0.000115,0.335,0.985,0.000807,0.135,0.0921,0.202,"Pop/Rock","Heavy Metal, Hard Rock, Speed/Thrash Metal","Cathartic, Cerebral, Crunchy, Theatrical, Angry, Epic, Fiery, Intense, Suffocating, Tense/Anxious, Aggressive, Dramatic, Fierce, Earnest","Maverick, Revolution, Victory","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Enter Sandman","Metallica","Metallica","1991","Yes","James Hetfield, Lars Ulrich, Kirk Hammett","1","05:31","Elektra",6,0,-8.412,123.296,0.00277,0.566,0.834,0.008,0.0625,0.0298,0.621,"Pop/Rock","Heavy Metal, Hard Rock","Angry, Cathartic, Energetic, Fiery, Rousing, Brash, Confrontational, Exuberant, Reckless, Rowdy, Boisterous, Menacing, Raucous, Rebellious, Visceral","Hanging Out, Drinking, Mischief, Cool & Cocky, Guys Night Out","Yes","10 Aug 1991","5","11","Yes","08.24.91","16","20","1991","10","-","1","10","8","14","11","RIAA: Platinum[3]
ARIA: Gold[22]
BPI: Platinum[23]
BVMI: Platinum[24]"
"Escape","Metallica","Ride the Lightning","1984","No","James Hetfield, Lars Ulrich, Kirk Hammett","6","04:23","Blackened Recordings / Rhino",9,1,-5.841,144.126,0.00134,0.267,0.937,0.471,0.175,0.101,0.526,"Pop/Rock","Heavy Metal, Speed/Thrash Metal","Aggressive, Angry, Bitter, Cathartic, Dramatic, Menacing, Nihilistic, Rebellious, Urgent, Volatile","Scary Music","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Eye Of The Beholder","Metallica","...And Justice for All","1988","Yes","James Hetfield, Lars Ulrich, Kirk Hammett","3","06:25","Elektra",11,0,-8.179,122.179,0.00327,0.639,0.838,0.00714,0.0834,0.0453,0.588,"Pop/Rock","Heavy Metal, Speed/Thrash Metal, Hard Rock","Angry, Cathartic, Energetic, Visceral, Fiery, Rousing, Brash, Confrontational, Exuberant, Reckless, Rowdy, Boisterous, Menacing, Raucous, Rebellious","Hanging Out, Drinking, Mischief, Cool & Cocky, Guys Night Out, Politics/Society","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Fade To Black","Metallica","Ride the Lightning","1984","No","James Hetfield, Lars Ulrich, Cliff Burton, Kirk Hammett ","4","06:57","Blackened Recordings / Rhino",7,1,-6.667,113.47,0.00311,0.256,0.929,0.201,0.11,0.113,0.278,"Pop/Rock","Heavy Metal, Speed/Thrash Metal","Fiery, Gloomy, Intense, Malevolent, Aggressive, Angry, Bitter, Cathartic, Dramatic, Menacing, Nihilistic, Rebellious, Urgent, Volatile","Scary Music","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Fight Fire With Fire","Metallica","Ride the Lightning","1984","No","James Hetfield, Lars Ulrich, Cliff Burton","1","04:44","Blackened Recordings / Rhino",0,1,-7.012,91.025,3.73e-05,0.28,0.986,0.688,0.071,0.115,0.16,"Pop/Rock","Heavy Metal, Hard Rock, Speed/Thrash Metal","Aggressive, Angry, Brash, Confrontational, Dramatic, Menacing, Rebellious, Urgent, Volatile","Anger/Hostility","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"Fixxxer","Metallica","Reload","1997","No","James Hetfield, Lars Ulrich, Kirk Hammett","13","08:15","Elektra",1,1,-4.644,132.695,0.000163,0.48,0.837,0.000244,0.0539,0.0452,0.385,"Pop/Rock","Heavy Metal, Hard Rock","Suffocating, Cathartic, Crunchy, Epic, Fierce, Volatile, Confrontational, Intense, Provocative, Rambunctious, Uncompromising, Visceral, Aggressive, Angry, Bitter, Cerebral, Earnest, Fiery, Gritty, Tense/Anxious, Theatrical, Tough, Gloomy, Hostile, Nihilistic, Searching, Dramatic, Harsh, Ominous, Rebellious, Bleak, Menacing, Malevolent","Maverick, Revolution, Victory","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
"For Whom The Bell Tolls","Metallica","Ride the Lightning","1984","No","James Hetfield, Lars Ulrich, Cliff Burton","3","05:09","Blackened Recordings / Rhino",0,1,-6.145,117.909,0.00631,0.512,0.86,0.00528,0.0652,0.0703,0.258,"Pop/Rock","Heavy Metal, Hard Rock","Fierce, Angry, Cathartic, Energetic, Fiery, Rousing, Brash, Confrontational, Exuberant, Reckless, Rowdy, Boisterous, Menacing, Raucous, Rebellious, Visceral","Hanging Out, Drinking, Mischief, Cool & Cocky, Guys Night Out","No","-","-","-","No","-","-","-","-","-","-","-","-","-","-","-","-"
